iter	Logloss
502	0.1177326386
503	0.117447109
504	0.1173379737
505	0.1172068922
506	0.117093249
507	0.1169391431
508	0.1167782025
509	0.1167172679
510	0.1164744605
511	0.1162793868
512	0.1161347942
513	0.1160540893
514	0.1159269673
515	0.1158305338
516	0.1157591755
517	0.1156029862
518	0.1154344114
519	0.1152653725
520	0.1151171494
521	0.1149762172
522	0.1148390804
523	0.1146374666
524	0.114482039
525	0.1144169432
526	0.1143108919
527	0.1139824269
528	0.1138405874
529	0.1137181426
530	0.113523597
531	0.1133789297
532	0.1132538854
533	0.1131000133
534	0.1129378737
535	0.1128346008
536	0.1126646107
537	0.1124584388
538	0.1123022373
539	0.1121465849
540	0.1120828675
541	0.1120330306
542	0.1119446766
543	0.1118636747
544	0.1116811085
545	0.1115301374
546	0.1113553387
547	0.1112570605
548	0.1111100463
549	0.1109626134
550	0.1108542298
551	0.1106847065
552	0.1104361337
553	0.1103669623
554	0.1102407706
555	0.1101282037
556	0.1100504441
557	0.1099767464
558	0.1098938254
559	0.1097532032
560	0.1095558691
561	0.1094146351
562	0.1092605397
563	0.1091189115
564	0.1089316075
565	0.1087158145
566	0.1086231331
567	0.1085087591
568	0.1084052923
569	0.1083380541
570	0.1081741515
571	0.1080744531
572	0.1079020305
573	0.1077320298
574	0.1073905073
575	0.1072736232
576	0.1071868306
577	0.1070763338
578	0.1069558408
579	0.1068425727
580	0.1067748529
581	0.1065904175
582	0.1064785271
583	0.1062478477
584	0.1061468114
585	0.1060541709
586	0.1058793631
587	0.1056516116
588	0.1055970837
589	0.105494644
590	0.1054646976
591	0.1053132548
592	0.1052759665
593	0.1051459964
594	0.1049972301
595	0.1049137359
596	0.1047953853
597	0.1047383569
598	0.1046009273
599	0.1044596785
600	0.1043913978
601	0.1042249467
602	0.1041119126
603	0.1040220086
604	0.1039045746
605	0.1036823345
606	0.1035864161
607	0.1034594539
608	0.1032876673
609	0.1031800634
610	0.103091797
611	0.1029471202
612	0.1027894188
613	0.1026874872
614	0.1026058701
615	0.1025191321
616	0.102462913
617	0.1023218117
618	0.1022882455
619	0.102199585
620	0.1021084823
621	0.1020375338
622	0.1019120487
623	0.1017090187
624	0.1016331203
625	0.1015138441
626	0.1014649899
627	0.1012659793
628	0.1011238427
629	0.10099785
630	0.1007218447
631	0.1006394993
632	0.100552185
633	0.1003956109
634	0.1003478496
635	0.1002127641
636	0.1001311731
637	0.1000324057
638	0.09996096007
639	0.09977253667
640	0.09972863129
641	0.09963223437
642	0.09951366521
643	0.09944222265
644	0.09937530593
645	0.09927292762
646	0.09914665428
647	0.09897686766
648	0.09892722857
649	0.09878203337
650	0.09857938821
651	0.09850326991
652	0.09845879918
653	0.09833592236
654	0.0981573393
655	0.09805331745
656	0.09795209624
657	0.09783848721
658	0.09773633909
659	0.09764650503
660	0.0975065691
661	0.09741183082
662	0.09733216642
663	0.09723263439
664	0.0971471392
665	0.09708205539
666	0.09691307905
667	0.09674576204
668	0.09660357434
669	0.09651635671
670	0.09641882842
671	0.09628816474
672	0.09610819439
673	0.09601416348
674	0.09593140582
675	0.09584806531
676	0.09565080361
677	0.09558139019
678	0.09547333717
679	0.09543264615
680	0.09529032707
681	0.09512348347
682	0.09506581327
683	0.09493405493
684	0.09473891018
685	0.09469268168
686	0.09453162873
687	0.09448441464
688	0.09437896708
689	0.0942880507
690	0.0941023439
691	0.09392784963
692	0.0938302143
693	0.09372440551
694	0.09357678256
695	0.09349146884
696	0.09336124153
697	0.09320323038
698	0.09317151694
699	0.09305941047
700	0.0929542099
701	0.09290072386
702	0.0928297825
703	0.09268968534
704	0.09261593784
705	0.09247934046
706	0.09239038941
707	0.09222370738
708	0.09217593104
709	0.09204900282
710	0.09201087094
711	0.09189012342
712	0.09182207087
713	0.09166650669
714	0.09156181143
715	0.09147918379
716	0.09126378341
717	0.09110911767
718	0.09098079805
719	0.0909449025
720	0.0908688974
721	0.09081145774
722	0.09067436911
723	0.09050937557
724	0.09043416119
725	0.0903779884
726	0.09027954795
727	0.09006250882
728	0.08989149306
729	0.08977018295
730	0.08969660251
731	0.08965252904
732	0.08959108977
733	0.08950706489
734	0.08948604392
735	0.089437953
736	0.08926598734
737	0.08908615352
738	0.08902352011
739	0.08891368152
740	0.08880948403
741	0.08874551478
742	0.08867470206
743	0.08850405885
744	0.08847116429
745	0.08828267262
746	0.08816027779
747	0.08807081799
748	0.08800679351
749	0.08792595417
750	0.08782130111
751	0.08777006787
752	0.08770911471
753	0.08757760988
754	0.08744399599
755	0.08728437527
756	0.08718134654
757	0.0869989203
758	0.08694106075
759	0.08683272952
760	0.08671271235
761	0.08660289298
762	0.0865538429
763	0.0864768759
764	0.08642334595
765	0.08633674409
766	0.08623740107
767	0.08619523186
768	0.08611650879
769	0.08605682524
770	0.08595418724
771	0.08584992354
772	0.0857706732
773	0.08574224513
774	0.08568872445
775	0.08562100225
776	0.08538359018
777	0.08533814725
778	0.08530937682
779	0.08525171177
780	0.08519636024
781	0.08516894279
782	0.08513477655
783	0.08493836355
784	0.0848222983
785	0.08474534055
786	0.08459860369
787	0.08455578578
788	0.08452542772
789	0.08438717581
790	0.08429258264
791	0.08425127722
792	0.08417987515
793	0.08415114176
794	0.08402860731
795	0.08390687387
796	0.08378282451
797	0.08373916647
798	0.08361945873
799	0.08356917882
800	0.08338222778
801	0.08334459195
802	0.08326617831
803	0.08320169415
804	0.08306155651
805	0.08301000046
806	0.08298450511
807	0.08286937604
808	0.08282207619
809	0.08271729037
810	0.08263476838
811	0.08260565147
812	0.08249242323
813	0.08236741368
814	0.08233721719
815	0.08231425766
816	0.08222244592
817	0.08218402725
818	0.082159477
819	0.08203492165
820	0.08197289817
821	0.08184849101
822	0.08181066788
823	0.08170303715
824	0.08164989554
825	0.0815874237
826	0.08154876455
827	0.08149141168
828	0.08126843782
829	0.08109714385
830	0.08088605181
831	0.08077143113
832	0.08069142541
833	0.08060516145
834	0.08050998887
835	0.080478437
836	0.08033564828
837	0.08021196393
838	0.08009360814
839	0.0800514108
840	0.07997813979
841	0.07988317099
842	0.07976871051
843	0.07969834822
844	0.07955252249
845	0.07937433805
846	0.0793184349
847	0.07915857541
848	0.07910857063
849	0.07894554618
850	0.0789120386
851	0.07884745186
852	0.0787456262
853	0.07864079064
854	0.07858728368
855	0.07845831398
856	0.07839941155
857	0.07836580448
858	0.07827119175
859	0.07820763897
860	0.07813005516
861	0.07809556543
862	0.07800998688
863	0.07793723868
864	0.07777850611
865	0.0776668257
866	0.07755212235
867	0.07749865209
868	0.07741047633
869	0.07734283029
870	0.07721606742
871	0.07717237575
872	0.07712904601
873	0.07702868345
874	0.07695538775
875	0.07680203486
876	0.07672539546
877	0.07669405114
878	0.07662191665
879	0.07658498544
880	0.07655747674
881	0.07652220898
882	0.07640697836
883	0.07639433703
884	0.07635950974
885	0.07628622981
886	0.07620998012
887	0.07613512252
888	0.0760682329
889	0.07599903731
890	0.07586102005
891	0.07583613464
892	0.07576438231
893	0.07562539355
894	0.07558020482
895	0.07547126159
896	0.075446099
897	0.07536266588
898	0.07527031487
899	0.0752140769
900	0.07519433035
901	0.07517095676
902	0.07507000347
903	0.07496641626
904	0.0748855855
905	0.07475985383
906	0.07473922496
907	0.0746499758
908	0.07456053109
909	0.07453496713
910	0.0745001985
911	0.0744806029
912	0.07434584666
913	0.07420512069
914	0.07417092289
915	0.07413382221
916	0.07403255126
917	0.07394071037
918	0.07385344368
919	0.07377761285
920	0.07370443173
921	0.07362905955
922	0.07358236965
923	0.07352795361
924	0.07341188252
925	0.07333593883
926	0.073247078
927	0.07320892245
928	0.07316819404
929	0.07307208047
930	0.0729745539
931	0.07296175511
932	0.07287280131
933	0.07283684436
934	0.07278883955
935	0.07267827816
936	0.07260460202
937	0.07258019859
938	0.07255714025
939	0.07244668556
940	0.07237605225
941	0.07223185327
942	0.07218247043
943	0.07215940592
944	0.07212297762
945	0.07206538838
946	0.07192433584
947	0.0718377844
948	0.07177022172
949	0.07170766172
950	0.07166986809
951	0.07153206489
952	0.07140391713
953	0.07131672797
954	0.07129981295
955	0.07120829623
956	0.0711823165
957	0.07110903829
958	0.07099141217
959	0.07091791304
960	0.07089731985
961	0.0708384531
962	0.07079761354
963	0.07075112638
964	0.07068360898
965	0.07063196992
966	0.07061564185
967	0.07052332583
968	0.07048150275
969	0.07035203563
970	0.0703009084
971	0.07019978599
972	0.07010990699
973	0.07007163103
974	0.06999421223
975	0.06996392723
976	0.06992774524
977	0.06989192036
978	0.06983904187
979	0.0696931273
980	0.06963851675
981	0.06953010662
982	0.06951437957
983	0.06945178149
984	0.06943520779
985	0.06935033558
986	0.06933089606
987	0.06928869014
988	0.06922298541
989	0.06917141942
990	0.06908776812
991	0.06891461482
992	0.06887579856
993	0.06882528676
994	0.06880841118
995	0.06879002345
996	0.06873339783
997	0.06867043475
998	0.06860889634
999	0.06859442656
